lr-SGD,step,train_loss,epoch,val_loss,val_acc,test_loss,test_acc
,3849,1.0651880502700806,24,,,,
0.029761113800548935,3899,,,,,,
,3899,1.0476019382476807,24,,,,
,3924,,24,1.0427420139312744,0.6265000104904175,,
0.02782597578496098,3949,,,,,,
,3949,1.0280715227127075,25,,,,
0.02593134265232537,3999,,,,,,
,3999,1.0194454193115234,25,,,,
0.024080675262987412,4049,,,,,,
,4049,0.9902557730674744,25,,,,
,4081,,25,0.9972954988479614,0.64410001039505,,
0.02227735416660076,4099,,,,,,
,4099,0.9806869029998779,26,,,,
0.02052467342699492,4149,,,,,,
,4149,1.090377926826477,26,,,,
0.0188258346050237,4199,,,,,,
,4199,0.9228833317756653,26,,,,
,4238,,26,0.9730759859085083,0.6539999842643738,,
0.01718394091038552,4249,,,,,,
,4249,0.9913928508758545,27,,,,
0.015601991533098313,4299,,,,,,
,4299,1.020487904548645,27,,,,
0.014082876164983646,4349,,,,,,
,4349,0.979088306427002,27,,,,
,4395,,27,0.9638281464576721,0.6585000157356262,,
0.01262936972116729,4399,,,,,,
,4399,0.9642060995101929,28,,,,
0.01124412727123843,4449,,,,,,
,4449,0.9389854073524475,28,,,,
0.009929679189326548,4499,,,,,,
,4499,0.9974718689918518,28,,,,
0.008688426531955128,4549,,,,,,
,4549,1.0204639434814453,28,,,,
,4552,,28,0.9218423962593079,0.6739000082015991,,
0.00752263665211534,4599,,,,,,
,4599,0.9537795186042786,29,,,,
0.006434439057571355,4649,,,,,,
,4649,1.0875391960144043,29,,,,
0.005425821520962636,4699,,,,,,
,4699,0.920231282711029,29,,,,
,4709,,29,0.9116354584693909,0.671999990940094,,
,4710,,30,,,0.9250453114509583,0.6730999946594238
